495109,103,103,29,103,105,30,0,0
495134,103,103,29,103,105,30,0,0
495159,103,103,29,103,105,30,0,0
495184,103,103,29,103,104,30,0,0
495209,103,103,29,103,104,30,0,0
495234,103,103,29,103,105,30,0,0
495259,103,103,29,103,105,30,0,0
495284,103,103,29,103,104,30,0,0
495309,103,103,29,103,104,30,0,0
495334,103,103,29,103,105,30,0,0
495359,103,103,29,103,105,30,0,0
495384,103,103,29,103,104,30,0,0
495409,103,103,29,103,104,30,0,0
495434,103,103,29,103,105,30,0,0
495459,103,103,29,103,105,30,0,0
495484,103,103,29,103,105,30,0,0
495509,103,103,29,103,105,30,0,0
#EVT DONE 6 TIME_LIMIT 5000 0
495534,0,0,0,0,0,0,0,0
495559,0,0,0,0,0,0,0,0
